Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2253.77,158,14.26,165,14.79,158,14.26,10.31
Table Service,2298.32,158,14.55,72,34.55,65,35.36,43.31
Total,4552.09,316,14.41,237,20.79,223,20.41,19.93
