Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,45,1594.42,19.93,1614.35,131.45
Drive Thru,137,1956.79,0.0,1956.79,161.21
Take Out,20,251.23,0.0,251.23,20.68
Total,202,3802.44,19.93,3822.37,313.34
