Hour of day,Net sales,Total orders,Total guests
15,121.56,11,13
8,422.75,36,39
12,255.96,16,19
18,38.89,4,4
11,204.07,13,16
19,48.83,3,4
6,235.36,24,25
16,229.47,11,13
13,170.67,10,11
9,396.99,35,40
17,119.94,8,9
10,180.69,17,19
14,201.36,11,17
7,316.29,35,37
