Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,569.0,1915.15,3.67,0.0,1918.82,157.7
Drive Thru,332.0,1027.68,1.19,0.0,1028.87,84.65
Total,901.0,2942.83,4.86,0.0,2947.69,242.35
