Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2175.81,199,10.93,200,11.77,197,11.04,5.64
Table Service,767.02,67,11.45,38,21.85,37,20.73,34.57
Total,2942.83,266,11.06,238,13.38,234,12.58,10.22
