Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,41,799.2,1.28,800.48,65.85
Drive Thru,158,1768.99,1.19,1770.18,145.66
Take Out,35,374.64,2.39,377.03,30.84
Total,234,2942.83,4.86,2947.69,242.35
