Hour of day,Net sales,Total orders,Total guests
11,1552.18,52,92
9,796.53,39,59
10,892.4,47,63
7,160.24,13,13
8,382.22,24,31
16,192.79,7,12
13,636.71,19,39
12,745.19,32,51
18,405.3,10,17
15,128.42,7,9
19,469.69,10,25
6,31.73,4,4
14,770.82,13,36
17,429.18,12,19
