Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3686.84,208,17.73,209,19.10,208,17.73,12.39
Table Service,4004.87,319,12.55,113,38.36,107,37.43,47.41
Total,7691.71,527,14.60,322,25.86,315,24.42,24.28
