Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,111,4030.53,154.87,4185.4,332.45
Drive Thru,164,2956.93,42.13,2999.06,243.99
Take Out,40,704.25,5.91,710.16,58.16
Total,315,7691.71,202.91,7894.62,634.60
