Hour of day,Net sales,Total orders,Total guests
10,1397.76,59,95
20,37.13,2,2
8,648.9,29,42
19,166.14,8,10
18,288.47,8,23
16,295.29,10,22
11,1075.06,42,79
7,234.0,13,16
13,602.51,25,35
14,343.69,12,19
6,21.2,4,4
17,343.29,11,23
12,861.64,33,49
15,267.41,8,13
9,1109.22,51,95
