Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,58,1647.86,25.75,1673.61,135.9
Drive Thru,113,1533.59,6.74,1540.33,126.46
Take Out,21,399.06,0.0,399.06,32.94
Total,192,3580.51,32.49,3613.00,295.30
