Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1987.54,139,14.30,140,15.37,139,14.30,13.71
Table Service,1592.97,116,13.73,61,28.27,53,30.06,39.75
Total,3580.51,255,14.04,201,19.28,192,18.65,20.89
