Hour of day,Net sales,Total orders,Total guests
8,199.76,22,22
11,450.54,23,32
19,466.99,14,21
17,91.1,5,6
16,145.81,6,10
15,304.61,14,19
12,520.35,21,36
9,332.02,26,35
10,263.15,15,18
14,142.95,11,13
13,215.55,10,14
7,132.92,14,15
20,39.35,2,2
6,61.41,2,2
18,214.0,7,10
