Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,13.0,89.83,0.0,0.0,89.83,7.42
Dining Room,448.0,2180.23,4.9,0.0,2185.13,179.84
Drive Thru,333.0,1310.45,6.74,0.0,1317.19,108.04
No Revenue Center,5.0,0.0,20.85,0.0,20.85,0.0
Total,799.0,3580.51,32.49,0.0,3613.00,295.30
