Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2789.0,9927.34,70.71,0.0,9998.05,818.02
Total,2789.0,9927.34,70.71,0.0,9998.05,818.02
