Hour of day,Net sales,Total orders,Total guests
6,34.87,5,5
7,183.8,16,20
8,194.57,20,24
9,399.52,23,31
10,302.5,20,27
11,556.0,24,46
12,561.02,25,38
13,173.19,12,12
14,204.54,9,13
15,141.99,7,10
16,70.9,4,5
17,240.16,12,16
18,83.4,3,7
19,227.2,8,12
20,66.3,5,5
