Hour of day,Net sales,Total orders,Total guests
20,49.49,3,4
18,262.07,16,22
7,181.79,26,27
17,245.36,10,19
8,381.39,32,36
19,412.82,18,30
6,82.84,10,10
16,97.08,4,4
9,415.95,33,45
11,604.81,43,55
10,694.5,38,50
13,249.87,15,20
12,731.99,36,59
15,295.67,14,21
14,311.48,17,22
