Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030991296103,800000030991290918,1,,CASH,Candy ,Candy ,0.00,4.31,Drive Box,10/20/25 6:30 AM,10/20/25 6:29 AM
800000030991313195,800000030991312582,3,,CREDIT,Candy ,Candy ,0.00,6.47,,10/20/25 6:34 AM,10/20/25 6:34 AM
800000030991341301,800000030991335086,4,,CASH,Candy ,Candy ,0.00,5.40,Drive Box,10/20/25 6:39 AM,10/20/25 6:38 AM
800000030991348192,800000030991306409,2,,CREDIT,Rosie ,Rosie ,2.00,13.03,,10/20/25 6:41 AM,10/20/25 6:32 AM
800000030991377330,800000030991366361,5,,CREDIT,Candy ,Candy ,0.00,9.71,,10/20/25 6:46 AM,10/20/25 6:44 AM
800000030991395264,800000030991376064,6,,CASH,Candy ,Candy ,0.00,14.02,Drive Box,10/20/25 6:49 AM,10/20/25 6:46 AM
800000030991414945,800000030991401190,7,,CASH,Candy ,Candy ,0.00,7.77,Drive Box,10/20/25 6:52 AM,10/20/25 6:50 AM
800000030991422048,800000030991421733,9,,CASH,Candy ,Candy ,0.00,4.75,Drive Box,10/20/25 6:53 AM,10/20/25 6:53 AM
800000030991414945,800000030991401190,7,,CASH,Candy ,Candy ,0.00,-7.77,Drive Box,10/20/25 6:54 AM,10/20/25 6:50 AM
800000030991433056,800000030991401190,7,,CREDIT,Candy ,Candy ,0.00,11.50,,10/20/25 6:54 AM,10/20/25 6:50 AM
800000030991469694,800000030991467571,10,,CASH,Candy ,Candy ,0.00,6.47,Drive Box,10/20/25 7:00 AM,10/20/25 6:59 AM
800000030991500665,800000030991479333,11,,CREDIT,Candy ,Candy ,0.00,6.68,,10/20/25 7:03 AM,10/20/25 7:01 AM
800000030991546830,800000030991412599,8,35,CREDIT,Maria,Maria,4.00,14.02,,10/20/25 7:08 AM,10/20/25 6:52 AM
800000030991612004,800000030991611335,16,,CASH,Candy ,Candy ,0.00,2.15,Drive Box,10/20/25 7:15 AM,10/20/25 7:15 AM
