Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,103,1491.84,15.04,0.0,1506.88,122.94
Lunch,125,2193.82,36.95,0.0,2230.77,180.71
Dinner,51,1066.82,14.21,0.0,1081.03,87.86
No Service,36,264.63,0.0,0.0,264.63,21.83
Total,315,5017.11,66.20,0.0,5083.31,413.34
