Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1369.0,5017.11,66.2,0.0,5083.31,413.34
Total,1369.0,5017.11,66.2,0.0,5083.31,413.34
