Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,56,1115.62,7.63,1123.25,91.98
Drive Thru,168,1721.62,2.57,1724.19,141.83
Take Out,40,423.94,6.83,430.77,34.93
Total,264,3261.18,17.03,3278.21,268.74
