Hour of day,Net sales,Total orders,Total guests
5,11.41,2,2
6,215.66,24,24
7,229.82,31,31
8,384.8,40,41
9,200.97,22,23
10,341.66,28,32
11,535.88,32,43
12,257.6,17,22
13,233.15,15,18
14,193.93,11,14
15,79.19,6,9
16,123.01,11,12
17,179.03,11,12
18,124.49,6,7
19,100.42,6,7
20,50.16,2,3
