Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,837.0,2953.89,19.9,0.0,2973.79,243.65
Drive Thru,529.0,1660.93,0.0,0.0,1660.93,136.87
Total,1366.0,4614.82,19.9,0.0,4634.72,380.52
