Hour of day,Net sales,Total orders,Total guests
8,355.13,24,26
10,803.65,47,59
11,609.41,32,43
9,557.31,34,45
12,762.64,42,49
17,74.07,5,5
14,296.08,17,22
13,559.81,28,45
18,113.01,4,4
6,77.59,7,11
15,114.04,6,8
16,30.23,1,2
19,152.71,8,9
7,109.14,8,8
