Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,87,1459.1,0.0,0.0,111.13,0.0,0.0,0.00,1459.10,0.0
Credit/debit,,179,3536.24,263.77,39.14,269.39,0.0,0.0,263.77,3839.15,9.3
Credit/debit,AMEX,3,74.34,2.75,0.0,5.67,0.0,0.0,2.75,77.09,4.0
Credit/debit,DISCOVER,3,47.04,2.0,0.0,3.56,0.0,0.0,2.00,49.04,4.6
Credit/debit,MASTERCARD,63,1468.27,106.57,21.26,111.84,0.0,0.0,106.57,1596.10,9.4
Credit/debit,VISA,110,1946.59,152.45,17.88,148.32,0.0,0.0,152.45,2116.92,9.5
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,266,4995.34,263.77,39.14,380.52,0.0,0.0,263.77,5298.25,6.6
