Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,718.0,2574.49,11.86,0,2586.35,212.23
Drive Thru,451.0,1411.8,0.0,0,1411.8,116.24
Total,1169.0,3986.29,11.86,0,3998.15,328.47
