Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2837.1,244,11.63,247,12.43,244,11.63,6.12
Table Service,1149.19,99,11.61,54,23.04,52,22.10,39.23
Total,3986.29,343,11.62,301,14.33,296,13.47,11.94
