Hour of day,Net sales,Total orders,Total guests
5,4.98,1,1
6,273.46,30,34
7,314.57,39,42
8,407.89,42,44
9,305.61,30,32
10,455.61,28,36
11,507.87,33,37
12,309.97,16,22
13,195.17,14,14
14,259.94,11,17
15,171.1,11,13
16,195.88,12,12
17,162.72,9,11
18,272.02,11,19
19,149.5,9,9
