Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,841.0,2841.18,12.88,0.0,2854.06,234.0
Drive Thru,477.0,1452.87,3.6,0.0,1456.47,119.47
Total,1318.0,4294.05,16.48,0.0,4310.53,353.47
