Hour of day,Net sales,Total orders,Total guests
14,127.57,10,10
7,361.68,43,45
10,297.12,24,28
19,67.04,6,6
11,423.88,29,35
13,276.89,19,24
9,384.39,29,36
8,754.03,53,55
17,112.54,7,7
18,252.73,13,18
12,525.29,32,38
6,298.53,32,33
20,22.28,1,1
5,7.43,1,1
16,228.26,12,16
15,154.39,12,12
