Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,106,1435.54,16.48,0.0,1452.02,118.19
Lunch,102,1508.02,0.0,0.0,1508.02,124.1
Dinner,39,682.85,0.0,0.0,682.85,56.25
No Service,76,667.64,0.0,0.0,667.64,54.93
Total,323,4294.05,16.48,0.0,4310.53,353.47
