Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1352.95,109,12.41,110,13.31,109,12.41,14.75
Table Service,2572.51,163,15.78,84,33.15,65,39.58,37.86
Total,3925.46,272,14.43,194,21.90,174,22.56,23.38
