Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,665.0,3090.01,42.7,0.0,3132.71,254.76
NA Beverage,229.0,778.26,1.7,0.0,779.96,64.16
Liquor,2.0,17.98,0.0,0.0,17.98,1.48
Draft Beer,9.0,39.21,0.0,0.0,39.21,3.24
Total,905.0,3925.46,44.4,0.0,3969.86,323.64
