Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,67,1713.81,13.12,1726.93,141.21
Uber Eats - Takeout,1,10.92,0.0,10.92,0.9
Drive Thru,158,2182.47,0.0,2182.47,179.8
Take Out,23,400.4,0.0,400.4,33.02
Total,249,4307.60,13.12,4320.72,354.93
