Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,99,1470.14,0.0,12.02,111.88,0.0,0.0,0.00,1482.16,0.9
Credit/debit,,158,3223.77,198.29,64.28,226.13,0.0,0.0,198.29,3486.34,8.8
Credit/debit,AMEX,2,43.98,6.0,0.0,3.35,0.0,0.0,6.00,49.98,14.8
Credit/debit,DISCOVER,1,25.42,6.0,0.0,1.94,0.0,0.0,6.00,31.42,25.6
Credit/debit,MASTERCARD,47,1162.4,52.0,52.26,69.25,0.0,0.0,52.00,1266.66,9.5
Credit/debit,VISA,108,1991.97,134.29,12.02,151.59,0.0,0.0,134.29,2138.28,7.9
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,257,4693.91,198.29,76.30,338.01,0.0,0.0,198.29,4968.50,6.3
