Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,805.0,2634.35,14.0,0.0,2648.35,196.25
Drive Thru,524.0,1721.55,0.0,0.0,1721.55,141.76
Total,1329.0,4355.90,14.0,0.0,4369.90,338.01
