Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,108,2254.54,0,80.79,171.72,0.0,0.0,0.00,2335.33,3.9
Credit/debit,,332,8340.70,639.16,202.33,635.14,0.0,0.0,639.16,9182.19,10.9
Credit/debit,AMEX,7,175.15,18.09,10.02,13.35,0.0,0.0,18.09,203.26,17.4
Credit/debit,DISCOVER,2,50.99,6.0,0.0,3.87,0.0,0.0,6.00,56.99,12.7
Credit/debit,MASTERCARD,122,3078.91,218.4,71.08,234.46,0.0,0.0,218.40,3368.39,10.2
Credit/debit,VISA,201,5035.65,396.67,121.23,383.46,0.0,0.0,396.67,5553.55,11.1
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,440,10595.24,639.16,283.12,806.86,0.0,0.0,639.16,11517.52,9.4
