Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1967.0,8020.83,76.3,0.0,8097.13,661.47
NA Beverage,708.0,1577.27,0.12,0.0,1577.39,129.69
Liquor,23.0,160.32,0.0,0.0,160.32,13.22
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Draft Beer,2.0,21.98,0.0,0.0,21.98,1.82
Total,2702.0,9788.38,76.42,0.0,9864.80,806.86
