Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,4068.24,251,16.21,255,17.27,251,16.21,13.43
Table Service,5720.14,418,13.68,185,33.47,147,38.91,42.38
Total,9788.38,669,14.63,440,24.08,398,24.59,24.12
