Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2702.0,9788.38,76.42,0.0,9864.8,806.86
Total,2702.0,9788.38,76.42,0.0,9864.8,806.86
