Hour of day,Net sales,Total orders,Total guests
19,514.67,11,29
15,342.34,11,19
13,610.02,19,35
9,986.66,53,71
11,1370.79,52,97
18,1075.55,16,79
14,371.09,18,24
10,1615.18,73,119
16,247.56,9,12
17,377.44,10,22
8,804.82,43,50
20,126.11,7,8
7,397.54,27,29
12,869.88,40,64
6,78.73,8,10
21,,1,1
