Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,825.0,3078.48,6.72,0.0,3085.2,253.71
Drive Thru,357.0,1125.29,0.0,0.0,1125.29,92.72
Total,1182.0,4203.77,6.72,0.0,4210.49,346.43
