Hour of day,Net sales,Total orders,Total guests
11,750.54,34,57
12,476.28,22,32
14,202.34,12,17
6,73.36,7,7
8,407.86,30,33
9,426.26,26,29
13,526.73,21,35
15,63.46,4,4
18,23.91,2,2
7,198.55,16,16
17,112.1,4,7
16,137.57,6,8
19,75.69,5,5
10,729.12,37,50
