Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2395.9,170,14.09,174,14.90,170,14.09,4.67
Table Service,1807.87,132,13.70,59,33.17,56,32.28,34.80
Total,4203.77,302,13.92,233,19.53,226,18.60,12.14
