Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2974.71,236,12.60,238,13.53,236,12.60,4.71
Table Service,974.05,78,12.49,50,21.09,43,22.65,37.36
Total,3948.76,314,12.58,288,14.84,279,14.15,9.74
