Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1142.0,4492.95,118.3,0.0,4611.25,370.43
NA Beverage,353.0,838.37,0.0,0.0,838.37,68.9
Liquor,17.0,95.34,0.0,0.0,95.34,7.88
Draft Beer,1.0,10.99,0.0,0.0,10.99,0.91
Total,1513.0,5437.65,118.3,0.0,5555.95,448.12
