Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1432.0,5895.6,81.48,0.0,5977.08,486.16
NA Beverage,466.0,1035.46,0.36,0.0,1035.82,84.97
Liquor,14.0,115.86,0.0,0.0,115.86,9.56
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Draft Beer,1.0,4.99,0.0,0.0,4.99,0.41
Total,1915.0,7059.89,81.84,0.0,7141.73,581.76
