Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,146,3883.11,64.52,3947.63,319.9
Drive Thru,198,2564.84,7.43,2572.27,211.44
Take Out,32,611.94,9.89,621.83,50.42
Total,376,7059.89,81.84,7141.73,581.76
