Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030293935503,800000030293901136,1,,CREDIT,Candy ,Candy ,0.00,16.94,,10/3/25 6:33 AM,10/3/25 6:29 AM
800000030293967499,800000030293904147,2,,CREDIT,Candy ,Candy ,0.00,14.16,,10/3/25 6:37 AM,10/3/25 6:30 AM
800000030293990899,800000030293917414,3,,CREDIT,Candy ,Candy ,0.00,28.08,,10/3/25 6:39 AM,10/3/25 6:31 AM
800000030293994819,800000030293994513,9,,CASH,Mayra,Mayra,0.00,7.85,Front Left,10/3/25 6:39 AM,10/3/25 6:39 AM
800000030294013341,800000030293938718,4,,CREDIT,Candy ,Candy ,0.00,3.23,,10/3/25 6:41 AM,10/3/25 6:34 AM
800000030294032097,800000030294033664,12,,CREDIT,Candy ,Candy ,0.00,4.32,,10/3/25 6:43 AM,10/3/25 6:43 AM
800000030294042465,800000030293973440,7,,CREDIT,Candy ,Candy ,0.00,6.04,,10/3/25 6:44 AM,10/3/25 6:37 AM
800000030294050022,800000030293979003,8,,CASH,Candy ,Candy ,0.00,7.96,Drive Box,10/3/25 6:45 AM,10/3/25 6:38 AM
800000030294068301,800000030294018732,10,,CREDIT,Candy ,Candy ,0.00,27.10,,10/3/25 6:46 AM,10/3/25 6:42 AM
800000030294139682,800000030294021069,11,,CASH,Candy ,Candy ,0.00,4.31,Drive Box,10/3/25 6:52 AM,10/3/25 6:42 AM
800000030294147864,800000030294048706,13,,CREDIT,Candy ,Candy ,0.00,9.48,,10/3/25 6:52 AM,10/3/25 6:45 AM
800000030294161786,800000030294057672,14,,CREDIT,Candy ,Candy ,0.00,17.15,,10/3/25 6:54 AM,10/3/25 6:46 AM
800000030294193568,800000030294070918,15,,CREDIT,Candy ,Candy ,0.00,14.59,,10/3/25 6:57 AM,10/3/25 6:47 AM
800000030294211717,800000030294210327,18,,CREDIT,Norma,Norma,0.00,6.69,,10/3/25 6:58 AM,10/3/25 6:58 AM
