Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1915.0,7059.89,81.84,0.0,7141.73,581.76
Total,1915.0,7059.89,81.84,0.0,7141.73,581.76
