Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1097.0,4563.03,90.13,0.0,4653.16,376.3
NA Beverage,340.0,828.64,0.0,0.0,828.64,68.11
Liquor,20.0,117.31,0.0,0.0,117.31,9.68
Draft Beer,5.0,55.95,0.0,0.0,55.95,4.63
Total,1462.0,5564.93,90.13,0.0,5655.06,458.72
