Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2662.08,206,12.92,204,14.13,206,12.92,11.68
Table Service,2902.85,216,13.44,110,28.56,102,28.46,40.10
Total,5564.93,422,13.19,314,19.18,308,18.07,21.09
