Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,106,2941.88,84.8,3026.68,242.51
Drive Thru,184,2326.7,5.33,2332.03,191.77
Take Out,18,296.35,0.0,296.35,24.44
Total,308,5564.93,90.13,5655.06,458.72
