Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3612.84,250,14.45,251,15.58,249,14.51,14.34
Table Service,4009.7,306,13.10,160,27.13,134,29.92,45.53
Total,7622.54,556,13.71,411,20.07,383,19.90,25.25
