Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,139,4019.08,121.19,4140.27,331.12
Drive Thru,208,3065.32,3.35,3068.67,252.6
Take Out,36,538.14,2.3,540.44,44.35
Total,383,7622.54,126.84,7749.38,628.07
