Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,114,1913.13,0.0,7.14,145.58,0.0,0.0,0.00,1920.27,0.4
Credit/debit,,297,6337.48,495.64,53.59,482.49,0.0,0.0,495.64,6886.71,9.4
Credit/debit,AMEX,8,215.55,22.04,0.0,16.42,0.0,0.0,22.04,237.59,11.1
Credit/debit,DISCOVER,3,52.65,3.0,0.0,4.01,0.0,0.0,3.00,55.65,6.2
Credit/debit,MASTERCARD,113,2489.87,173.23,27.48,189.53,0.0,0.0,173.23,2690.58,8.7
Credit/debit,VISA,173,3579.41,297.37,26.11,272.53,0.0,0.0,297.37,3902.89,9.8
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,411,8250.61,495.64,60.73,628.07,0.0,0.0,495.64,8806.98,7.3
