Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,128,2406.51,46.36,0.0,2452.87,198.35
Lunch,122,2593.92,54.76,0.0,2648.68,213.6
Dinner,82,1970.47,25.72,0.0,1996.19,162.34
No Service,51,651.64,0.0,0.0,651.64,53.78
Total,383,7622.54,126.84,0.0,7749.38,628.07
