Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2137.0,7622.54,122.85,0.0,7745.39,628.07
No Revenue Center,1.0,0.0,3.99,0.0,3.99,0.0
Total,2138.0,7622.54,126.84,0.0,7749.38,628.07
