Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,705.0,2248.0,0.0,0.0,2248.0,185.25
Drive Thru,286.0,812.31,0.0,0.0,812.31,66.9
Total,991.0,3060.31,0.0,0.0,3060.31,252.15
