Hour of day,Net sales,Total orders,Total guests
11,497.69,34,45
6,209.87,21,23
9,299.93,23,30
7,210.36,23,26
10,415.58,30,35
18,88.57,6,6
16,119.47,10,10
17,67.27,5,5
15,42.96,4,5
14,189.79,9,12
8,235.98,26,29
12,309.31,23,25
19,30.52,3,3
13,343.01,18,30
