Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,48,1041.49,0.0,1041.49,85.87
Drive Thru,160,1669.59,0.0,1669.59,137.5
Take Out,27,349.23,0.0,349.23,28.78
Total,235,3060.31,0.0,3060.31,252.15
