Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2104.72,198,10.63,197,11.56,195,10.79,5.32
Table Service,955.59,86,11.11,46,22.49,40,23.89,38.22
Total,3060.31,284,10.78,243,13.63,235,13.02,10.92
