Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,125,2943.23,80.3,0.0,3023.53,242.89
Lunch,119,3140.14,56.55,0.0,3196.69,258.91
Dinner,43,1261.64,26.15,0.0,1287.79,104.04
No Service,20,275.46,6.87,0.0,282.33,22.76
Total,307,7620.47,169.87,0.0,7790.34,628.60
