Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,52,943.16,8.0,0.0,71.82,0.0,0.0,8.00,951.16,0.9
Credit/debit,,260,7305.91,802.97,98.23,556.78,0.0,0.0,802.97,8207.11,13.2
Credit/debit,AMEX,10,328.29,43.51,15.72,24.99,0.0,0.0,43.51,387.52,19.5
Credit/debit,DISCOVER,4,197.33,25.16,11.71,15.04,0.0,0.0,25.16,234.20,20.2
Credit/debit,MASTERCARD,101,2580.19,313.8,7.25,196.65,0.0,0.0,313.80,2901.24,13.4
Credit/debit,VISA,145,4200.1,420.5,63.55,320.1,0.0,0.0,420.50,4684.15,12.4
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,312,8249.07,810.97,98.23,628.60,0.0,0.0,810.97,9158.27,11.8
